****************************************
Report : Time Based Power
	-hierarchy
	-verbose
Design : aes_cipher_top
Version: N-2017.12-SP3-2
Date   : Sat Mar  9 00:31:25 2019
****************************************

Sampling Interval: 0.001 ns

Library(s) Used:

    sage-x_tsmc_cl018g_rvt_ss_1p62v_125c (File: /opt/libs/tsmc180/extracted/tsmc/cl018g/sc9_base_rvt/2008q3v01/db/sage-x_tsmc_cl018g_rvt_ss_1p62v_125c.db)
    tpz018nvwc (File: /opt/libs/tsmc180/extracted/gpio/TPZ018NV/TS02IG502/fb_tpz018nv_280a_r6p0-02eac0/timing_power_noise/NLDM/tpz018nv_280a/tpz018nvwc.db)
    sram12x8 (File: /home/bilgiday/sram_new/db/sram12x8_slow_syn.db)
    USERLIB (File: /home/bilgiday/sram_new/db/sram6x26_slow_syn.db)
    sram8x25 (File: /home/bilgiday/sram_new/db/sram8x25_slow_syn.db)
    sram9x32 (File: /home/bilgiday/sram_new/db/sram9x32_slow_syn.db)
    sram6x32 (File: /home/bilgiday/sram_new/db/sram6x32_slow_syn.db)
    sram8x32 (File: /home/bilgiday/sram_new/db/sram8x32_slow_syn.db)
    USERLIB (File: /home/bilgiday/sram_new/db/sram2p8x32_slow_syn.db)
    sram13x8 (File: /home/bilgiday/sram_new/db/sram13x8_slow_syn.db)


Operating Conditions: ss_1p62v_125c   Library: sage-x_tsmc_cl018g_rvt_ss_1p62v_125c
Wire Load Model Mode: top

Cell               Design       Wire_model  Library       Selection_type
--------------------------------------------------------------------------------
                   aes_cipher_top
                                TSMC16K_Conservative
                                            tpz018nvwc    automatic-by-area

Power-specific unit information :
    Voltage Units = 1 V
    Capacitance Units = 1 pf
    Time Units = 1 ns
    Dynamic Power Units = 1 W
    Leakage Power Units = 1 W



                                      Int      Switch   Leak      Total
Hierarchy                             Power    Power    Power     Power    %
--------------------------------------------------------------------------------
aes_cipher_top                        3.04e-03 2.43e-03 2.83e-06  5.48e-03 100.0
  sa31_reg_3_ (WDDLDFFMS)             4.08e-06 8.56e-07 2.05e-09  4.94e-06   0.1
  sa10_reg_4_ (WDDLDFFMS)             5.71e-06 7.54e-07 2.21e-09  6.47e-06   0.1
  sa31_reg_4_ (WDDLDFFMS)             3.99e-06 7.32e-07 2.05e-09  4.72e-06   0.1
  sa10_reg_5_ (WDDLDFFMS)             4.72e-06 4.67e-07 2.12e-09  5.19e-06   0.1
  sa00_reg_0_ (WDDLDFFMS)             5.20e-06 3.76e-07 2.16e-09  5.58e-06   0.1
  sa31_reg_5_ (WDDLDFFMS)             4.33e-06 4.67e-07 2.09e-09  4.80e-06   0.1
  sa21_reg_0_ (WDDLDFFMS)             3.91e-06 5.37e-07 2.04e-09  4.45e-06   0.1
  sa10_reg_6_ (WDDLDFFMS)             4.83e-06 3.62e-07 2.13e-09  5.19e-06   0.1
  sa00_reg_1_ (WDDLDFFMS)             5.38e-06 1.73e-06 2.17e-09  7.11e-06   0.1
  sa31_reg_6_ (WDDLDFFMS)             4.24e-06 4.19e-07 2.08e-09  4.66e-06   0.1
  sa21_reg_1_ (WDDLDFFMS)             5.54e-06 1.73e-06 2.21e-09  7.27e-06   0.1
  sa10_reg_7_ (WDDLDFFMS)             4.16e-06 1.52e-06 2.09e-09  5.68e-06   0.1
  sa00_reg_2_ (WDDLDFFMS)             4.23e-06 1.04e-06 2.09e-09  5.27e-06   0.1
  sa31_reg_7_ (WDDLDFFMS)             5.88e-06 1.27e-06 2.24e-09  7.15e-06   0.1
